contract_amount,ejari_property_sub_type_ar,project_name_en,ejari_bus_property_type_ar,property_usage_en,contract_id,ejari_property_sub_type_en,project_name_ar,property_usage_ar,area_id,tenant_type_en,contract_start_date,contract_end_date,nearest_metro_en,ejari_bus_property_type_id,no_of_prop,line_number,nearest_mall_en,nearest_metro_ar,ejari_bus_property_type_en,ejari_property_sub_type_id,nearest_mall_ar,tenant_type_id,annual_amount,contract_reg_type_en,ejari_property_type_en,is_free_hold,master_project_en,contract_reg_type_ar,ejari_property_type_ar,nearest_landmark_en,area_name_en,load_timestamp,nearest_landmark_ar,ejari_property_type_id,area_name_ar,project_number,actual_area,tenant_type_ar,master_project_ar,contract_reg_type_id
"68000","مستودع","","وحدة افتراضية","Commercial","CNT2087631367","Warehouse","","تجاري","372","Authority","2023-07-01","2024-06-30","Noor Bank Metro Station","5","1","1","Mall of the Emirates","محطة مترو نور بنك","Virtual Unit","13","مول الإمارات","1","68000","Renew","Warehouse","0","","تجديد","مستودع","Burj Al Arab","Al Goze Industrial Second","2025-12-11 23:26:31","برج العرب","7","القوز الصناعيه الثانيه","null","null","جهة","","2"
"34000","أستوديو","SKY COURTS","وحدة","Residential","CNT777088314","Studio","سكاي كورتس","سكني","467","Person","2018-04-20","2019-04-19","","2","1","1","","","Unit","11","","0","34000","New","Flat","1","Dubai Land Residence Complex","جديد","شقه","IMG World Adventures","Wadi Al Safa 5","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","وادي الصفا 5","794","41","شخص","مجمع دبي لاند السكني","1"
"576000","سكن عمال","","وحدة افتراضية","Residential","CNT1535212811","Labor Camp","","سكني","360","Authority","2021-08-28","2022-08-27","Etisalat Metro Station","5","60","56","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","38","سيتي سنتر مردف","1","576000","Renew","Labor Camps","0","","تجديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","2"
"25000","محل","","وحدة","Commercial","CNT2059236663","Shop","","تجاري","238","Authority","2022-11-01","2023-10-31","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","421","مول دبي","1","25000","New","Shop","0","","جديد","محل","Dubai International Airport","Al Dhagaya","2025-12-11 23:26:31","مطار دبي الدولي","1","الضغايه","null","50","جهة","","1"
"74925","ثلاثة غرفة و صالة","","وحدة","Residential","CNT1198921334","3 bed rooms+hall","","سكني","362","Person","2020-01-01","2020-12-31","Baniyas Square Metro Station","2","1","1","Dubai Mall","محطة مترو ميدان بني ياس","Unit","3","مول دبي","0","74925","Renew","Flat","0","","تجديد","شقه","Dubai International Airport","Naif","2025-12-11 23:26:31","مطار دبي الدولي","842","نايف","null","110","شخص","","2"
"33759","","","أرض","Industrial","CNT252522938","","","صناعي","319","Person","2014-11-01","2015-10-31","Creek Metro Station","0","1","1","City Centre Mirdif","محطة مترو الخور","Land","null","سيتي سنتر مردف","0","33759","Renew","","0","","تجديد","","Downtown Dubai","Ras Al Khor Industrial Second","2025-12-11 23:26:31","وسط مدينة دبي","null","راس الخور الصناعيه الثانيه","null","1012","شخص","","2"
"6890400","غرفه سكن عمال","","وحدة","Residential","CNT903001094","Room in labor Camp","","سكني","395","Authority","2018-12-15","2019-12-14","DANUBE Metro Station","2","198","137","Ibn-e-Battuta Mall","محطة مترو الدانوب","Unit","12","ابن بطوطة مول","1","6890400","Renew","Labor Camps","0","","تجديد","سكن عمال","Expo 2020 Site","Jabal Ali Industrial First","2025-12-11 23:26:31","موقع إكسبو 2020","4","جبل على الصناعية الأولى","null","14","جهة","","2"
"54023","ثلاثة غرفة و صالة","","وحدة","Residential","CNT1190905491","3 bed rooms+hall","","سكني","244","Person","2019-11-08","2020-06-07","Al Rigga Metro Station","2","1","1","Dubai Mall","محطة مترو الرقة","Unit","3","مول دبي","0","92611","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Murqabat","2025-12-11 23:26:31","مطار دبي الدولي","842","المرقبات","null","131","شخص","","1"
"70000","محل","","وحدة","Commercial","CRT185080026","Shop","","تجاري","234","Person","2013-03-20","2014-03-19","Abu Hail Metro Station","2","1","1","City Centre Mirdif","محطة مترو أبو هيل","Unit","421","سيتي سنتر مردف","0","70000","New","Shop","0","","جديد","محل","Dubai International Airport","Hor Al Anz East","2025-12-11 23:26:31","مطار دبي الدولي","1","هور العنز شرق","null","30","شخص","","1"
"35000","غرفتين و صالة","","وحدة","Residential","CNT1210289829","2 bed rooms+hall","","سكني","361","Person","2020-05-01","2021-04-30","Etisalat Metro Station","2","1","1","City Centre Mirdif","محطة مترو اتصالات","Unit","2","سيتي سنتر مردف","0","35000","New","Flat","0","","جديد","شقه","Dubai International Airport","Muhaisanah Fourth","2025-12-11 23:26:31","مطار دبي الدولي","842","محيصنه الرابعه","null","93","شخص","","1"
"624960","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT362745773","Room in labor Camp","","سكني","360","Authority","2015-07-01","2016-06-30","Etisalat Metro Station","5","62","7","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","12","سيتي سنتر مردف","1","624960","New","Labor Camps","0","","جديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","1"
"5000","مكتب","","وحدة افتراضية","Commercial","CNT2055259998","Office","","تجاري","267","Authority","2022-02-06","2023-02-05","Al Fahidi Metro Station","5","1","1","Dubai Mall","محطة مترو الفهيدي","Virtual Unit","422","مول دبي","1","5000","New","Office","0","","جديد","مكتب","Burj Khalifa","Al Raffa","2025-12-11 23:26:31","برج خليفة","2","الرفاعه","null","null","جهة","","1"
"40000","غرفة و صالة","","وحدة","Residential","CNT982710008","1bed room+Hall","","سكني","484","Person","2019-03-18","2020-03-17","","2","1","1","","","Unit","1","","0","40000","New","Flat","1","Silicon Oasis","جديد","شقه","IMG World Adventures","Nadd Hessa","2025-12-11 23:26:31","آي إم جي وورلد أدفينتشرز","842","ند حصة","null","62","شخص","واحة السيليكون","1"
"51500","غرفتين و صالة","TOWN SQUARE ZAHRA","وحدة","Residential","CRT1305477320","2 bed rooms+hall","تاون سكوير الزهراء","سكني","507","Person","2020-11-01","2021-10-31","","2","1","1","","","Unit","2","","0","51500","Renew","Flat","1","TOWN SQUARE","تجديد","شقه","Dubai Cycling Course","Al Yelayiss 2","2025-12-11 23:26:31","دورة دبي للدراجات","842","اليلايس 2","1637","83","شخص","تاون سكوير","2"
"66650000","Hotel","","وحدة","Commercial","CNT2132827902","Hotel","","تجاري","240","Authority","2025-09-25","2030-09-24","Deira City Centre","2","244","162","Dubai Mall","ديرة سيتي سنتر","Unit","521","مول دبي","1","13330000","New","Hotel","0","","جديد","فندق","Dubai International Airport","Port Saeed","2025-12-11 23:26:31","مطار دبي الدولي","24","بور سعيد","null","24","جهة","","1"
"45840","","","أرض","Industrial / Commercial / Residential","CNT1231674767","","","صناعي /  تجاري / سكني","373","Authority","2020-06-15","2021-06-14","First Abu Dhabi Bank Metro Station","0","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Land","null","مول الإمارات","1","45840","New","","0","","جديد","","Burj Al Arab","Al Goze Industrial Fourth","2025-12-11 23:26:31","برج العرب","null","القوز الصناعيه الرابعه","null","887","جهة","","1"
"144795","مستودع","","وحدة افتراضية","Commercial","CNT2133195810","Warehouse","","تجاري","309","Authority","2025-09-01","2026-06-29","First Abu Dhabi Bank Metro Station","5","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","13","مول الإمارات","1","174335","New","Warehouse","0","","جديد","مستودع","Burj Al Arab","Al Goze Industrial Third","2025-12-11 23:26:31","برج العرب","7","القوز الصناعيه الثالثه","null","null","جهة","","1"
"30000","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT1149323625","Room in labor Camp","","سكني","373","Authority","2019-09-07","2020-09-06","First Abu Dhabi Bank Metro Station","5","1","1","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","30000","Renew","Labor Camps","0","","تجديد","سكن عمال","Burj Al Arab","Al Goze Industrial Fourth","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الرابعه","null","null","جهة","","2"
"132000","اربعة غرف و صالة","","فيلا","Residential","CNT2108885751","4 bed rooms+hall","","سكني","434","Person","2024-02-27","2025-02-26","","4","1","1","","","Villa","4","","0","132000","Renew","Villa","1","Arabian Ranches - 1","تجديد","فيلا","Global Village","Wadi Al Safa 6","2025-12-11 23:26:31","قرية عالمية","841","وادي الصفا 6","null","254","شخص","المرابع العربية - 1","2"
"40800","غرفه سكن عمال","","وحدة","Residential","CNT1494017851","Room in labor Camp","","سكني","360","Authority","2021-05-09","2022-05-08","Etisalat Metro Station","2","2","1","City Centre Mirdif","محطة مترو اتصالات","Unit","12","سيتي سنتر مردف","1","40800","Renew","Labor Camps","0","","تجديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","14","جهة","","2"
"24000","مكتب","","وحدة افتراضية","Commercial","CNT1356843338","Office","","تجاري","271","Authority","2020-08-26","2021-08-25","Burjuman Metro Station","5","1","1","Dubai Mall","محطة مترو برجمان","Virtual Unit","422","مول دبي","1","24000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Karama","2025-12-11 23:26:31","مطار دبي الدولي","2","الكرامه","null","null","جهة","","1"
"46000","غرفتين و صالة","","وحدة","Residential","CNT2133092129","2 bed rooms+hall","","سكني","323","Person","2025-11-01","2026-10-31","Al Qusais Metro Station","2","1","1","City Centre Mirdif","محطة مترو القصيص","Unit","2","سيتي سنتر مردف","0","46000","New","Flat","0","","جديد","شقه","Dubai International Airport","Al Qusais Industrial Fifth","2025-12-11 23:26:31","مطار دبي الدولي","842","القصيص الصناعيه الخامسه","null","110","شخص","","1"
"93000","ثلاثة غرفة و صالة","","وحدة","Residential","CNT2108686458","3 bed rooms+hall","","سكني","232","Person","2024-03-01","2025-02-28","Rashidiya Metro Station","2","1","1","City Centre Mirdif","محطة مترو الراشدية","Unit","3","سيتي سنتر مردف","0","93000","New","Flat","1","","جديد","شقه","Dubai International Airport","Mirdif","2025-12-11 23:26:31","مطار دبي الدولي","842","مردف","null","156","شخص","","1"
"522500","ستة غرف و صالة","","فيلا","Residential","CRT1876785896","6 bed rooms+hall","","سكني","410","Authority","2022-03-19","2023-03-18","Palm Jumeirah","4","1","1","Marina Mall","نخلة جميرا","Villa","6","مارينا مول","1","522500","Renew","Villa","1","Palm Jumeirah","تجديد","فيلا","Burj Al Arab","Palm Jumeirah","2025-12-11 23:26:31","برج العرب","841","نخلة جميرا","null","1245","جهة","نخلة جميرا","2"
"38000","غرفتين و صالة","","وحدة","Residential","CNT1311171404","2 bed rooms+hall","","سكني","485","Person","2020-09-18","2021-09-17","Harbour Tower","2","1","1","Ibn-e-Battuta Mall","برج هاربور","Unit","2","ابن بطوطة مول","0","38000","Renew","Flat","1","International Media Production Zone","تجديد","شقه","Sports City Swimming Academy","Me'Aisem First","2025-12-11 23:26:31","أكاديمية المدينة الرياضية للسباحة","842","معيصم الأول","null","95","شخص","المنطقة العالمية للإنتاج الإعلامي","2"
"92000","مستودع","","وحدة افتراضية","Commercial","CNT1472257771","Warehouse","","تجاري","319","Authority","2021-06-01","2022-06-30","Creek Metro Station","5","1","1","City Centre Mirdif","محطة مترو الخور","Virtual Unit","13","سيتي سنتر مردف","1","84923","New","Warehouse","0","","جديد","مستودع","Dubai International Airport","Ras Al Khor Industrial Second","2025-12-11 23:26:31","مطار دبي الدولي","7","راس الخور الصناعيه الثانيه","null","null","جهة","","1"
"866000","غرفه سكن عمال","","وحدة افتراضية","Residential","CNT2115383870","Room in labor Camp","","سكني","373","Authority","2023-12-25","2024-12-24","First Abu Dhabi Bank Metro Station","5","64","54","Mall of the Emirates","محطة مترو بنك أبوظبي الأول","Virtual Unit","12","مول الإمارات","1","866000","New","Labor Camps","0","","جديد","سكن عمال","Burj Al Arab","Al Goze Industrial Fourth","2025-12-11 23:26:31","برج العرب","4","القوز الصناعيه الرابعه","null","null","جهة","","1"
"236500","غرفة و صالة","","وحدة","Residential","CNT1983932580","1bed room+Hall","","سكني","343","Authority","2022-09-01","2023-08-31","Rashidiya Metro Station","2","11","2","City Centre Mirdif","محطة مترو الراشدية","Unit","1","سيتي سنتر مردف","1","236500","Renew","Flat","1","International City Phase 1","تجديد","شقه","","Al Warsan First","2025-12-11 23:26:31","","842","ورسان الاولى","null","69","جهة","المدينة العالمية - المرحلة الاولى","2"
"52000","غرفة و صالة","","وحدة","Residential","CNT1907367991","1bed room+Hall","","سكني","278","Person","2022-05-01","2023-04-30","Al Fahidi Metro Station","2","1","1","Dubai Mall","محطة مترو الفهيدي","Unit","1","مول دبي","0","52000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Mankhool","2025-12-11 23:26:31","برج خليفة","842","منخول","null","84","شخص","","2"
"504000","سكن عمال","","وحدة افتراضية","Residential","CNT711005685","Labor Camp","","سكني","360","Authority","2017-09-03","2018-09-02","Etisalat Metro Station","5","20","2","City Centre Mirdif","محطة مترو اتصالات","Virtual Unit","38","سيتي سنتر مردف","1","504000","New","Labor Camps","0","","جديد","سكن عمال","Dubai International Airport","Muhaisanah Second","2025-12-11 23:26:31","مطار دبي الدولي","4","محيصنه الثانيه","null","null","جهة","","1"
"40000","غرفتين و صالة","","وحدة","Residential","CNT197852957","2 bed rooms+hall","","سكني","276","Person","2014-02-01","2015-01-31","Trade Centre Metro Station","2","1","1","Dubai Mall","محطة مترو المركز التجاري","Unit","2","مول دبي","0","40000","Renew","Flat","0","","تجديد","شقه","Burj Khalifa","Al Bada","2025-12-11 23:26:31","برج خليفة","842","البدع","null","1520","شخص","","2"
"42000","مكتب","","وحدة","Commercial","CRT240256776","Office","","تجاري","339","Authority","2014-08-15","2015-08-14","Palm Deira Metro Stations","2","1","1","Dubai Mall","محطات مترو نخلة ديرة","Unit","422","مول دبي","1","42000","New","Office","0","","جديد","مكتب","Dubai International Airport","Al Mararr","2025-12-11 23:26:31","مطار دبي الدولي","2","المرر","null","65","جهة","","1"
"15000","مكتب","","وحدة افتراضية","Commercial","CNT2132821333","Office","","تجاري","388","Authority","2025-09-29","2026-09-28","Oud Metha Metro Station","5","1","1","Dubai Mall","محطة مترو عود ميثاء","Virtual Unit","422","مول دبي","1","15000","New","Office","0","","جديد","مكتب","Dubai International Airport","Oud Metha","2025-12-11 23:26:31","مطار دبي الدولي","2","عود ميثا","null","null","جهة","","1"
