procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
"Grant","null","سييف 3","1689000","Residential","1","9","60","156.91","هبه","2010-05-04","null","SEEF 3","سكني","350","3","Damac Properties","1","10764.13","هبات","Marina Mall","0","عقارات داماك","1","2","Gifts","مارينا مول","3-9-2010-330","غرفتين","null","Unit","Jumeirah Lakes Towers","Burj Al Arab","2 B/R","Al Thanyah Fifth","وحدة","3","2026-02-26 10:09:51","برج العرب","الثنيه الخامسة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه"," ابراج بحيرات الجميرا"
"Sell","THE SUSTAINABLE CITY","null","4750000","Residential","1","11","4","217.03","بيع","2025-05-26","المدينة المستدامة","null","سكني","463","4","null","0","21886.38","مبايعات","null","0","null","1","1","Sales","null","1-11-2025-22065","أربع غرف","null","Villa","THE SUSTAINABLE CITY","Dubai Cycling Course","4 B/R","Wadi Al Safa 7","فيلا","1","2026-02-26 10:09:51","دورة دبي للدراجات","وادي الصفا 7","Existing Properties","Villa","1390","null","العقارات القائمة","فيلا","ذا ساستينبل ستي "
"Sell","null","ديفاين ريزيدنسز","418000","Residential","1","11","60","43.18","بيع","2022-06-24","null","DIVINE RESIDENCES","سكني","409","3","First Abu Dhabi Bank Metro Station","1","9680.41","مبايعات","Mall of the Emirates","0","محطة مترو بنك أبوظبي الأول","1","2","Sales","مول الإمارات","1-11-2022-14633","استوديو","null","Unit","Arjan","Motor City","Studio","Al Barshaa South Third","وحدة","1","2026-02-26 10:09:51","موتور سيتي","البرشاء جنوب الثالثة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","أرجان"
"Sell - Pre registration","Sobha Hartland Waves Grande","شوبا هارتلاند ويفز جراندى","1533596","Residential","0","102","60","85.06","بيع - تسجيل مبدئى","2022-03-02","شوبا هارتلاند ويفز جراندى","Sobha Hartland Waves Grande","سكني","412","3","Buj Khalifa Dubai Mall Metro Station","1","18029.58","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-102-2022-5548","غرفة","null","Unit","SOBHA HARTLAND","Downtown Dubai","1 B/R","Al Merkadh","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","المركاض","Off-Plan Properties","Flat","2305","null","على الخارطة","شقه سكنيه","شوبها هارتلاند"
"Lease to Own Registration","JUMEIRAH HEIGHTS CLUSTERS","مرتفعات جميرا - المجمع الغربي -A","3954528","Residential","1","110","60","237.51","تسجيل إيجارة تنتهى بالتملك","2014-12-29","جميرا هايتس كلسترس","JHCWA","سكني","350","3","Jumeirah Lakes Towers","1","16649.94","رهون","Marina Mall","2","أبراج بحيرات جميرا","2","2","Mortgages","مارينا مول","2-110-2014-2241","ثلاث غرف","16649.94","Unit","Jumeirah Islands","Sports City Swimming Academy","3 B/R","Al Thanyah Fifth","وحدة","2","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الثنيه الخامسة","Existing Properties","Flat","1103","3954528","العقارات القائمة","شقه سكنيه","جزر جميرا"
"Sell","null","ريحان 2","1850000","Residential","1","11","60","122.45","بيع","2012-01-10","null","REEHAN 2","سكني","390","3","Buj Khalifa Dubai Mall Metro Station","1","15108.21","مبايعات","Dubai Mall","0","محطة مترو بوج خليفة دبي مول","1","1","Sales","مول دبي","1-11-2012-303","غرفتين","null","Unit","DownTown Dubai","Downtown Dubai","2 B/R","Burj Khalifa","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","برج خليفة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","داون تاون دبي"
"Sell","null","إي - 06","265000","Residential","1","11","60","44.63","بيع","2022-07-21","null","E-06","سكني","343","3","Rashidiya Metro Station","0","5937.71","مبايعات","City Centre Mirdif","0","محطة مترو الراشدية","1","2","Sales","سيتي سنتر مردف","1-11-2022-17231","استوديو","null","Unit","International City Phase 1","null","Studio","Al Warsan First","وحدة","1","2026-02-26 10:09:51","null","ورسان الاولى","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","المدينة العالمية - المرحلة الاولى"
"Sell - Pre registration","WADI TOWER","WADI TOWER","1213600","Residential","0","102","60","134.1","بيع - تسجيل مبدئى","2009-07-20","برج الوادي","WADI TOWER","سكني","466","3","null","1","9049.96","مبايعات","null","0","null","2","1","Sales","null","1-102-2007-10800","غرفتين","null","Unit","City Of Arabia","IMG World Adventures","2 B/R","Wadi Al Safa 4","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","وادي الصفا 4","Off-Plan Properties","Flat","965","null","على الخارطة","شقه سكنيه","ستي اوف ارابيا"
"Development Registration","IMPERIAL","ذا امبريال","330000","Residential","1","133","60","38.52","تسجيل حق منفعة","2011-11-24","إمبريال","THE IMPERIAL","سكني","484","3","null","1","8566.98","مبايعات","null","0","null","1","1","Sales","null","1-133-2011-434","استوديو","null","Unit","Silicon Oasis","IMG World Adventures","Studio","Nadd Hessa","وحدة","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","ند حصة","Existing Properties","Flat","605","null","العقارات القائمة","شقه سكنيه","واحة السيليكون"
"Modify Mortgage","null","null","52450000","Commercial","1","14","null","3334.29","تعديل رهن","2015-01-21","null","null","تجاري","240","2","Deira City Centre","0","15730.49","رهون","Dubai Mall","0","ديرة سيتي سنتر","1","1","Mortgages","مول دبي","2-14-2015-68","null","null","Building","null","Dubai International Airport","null","Port Saeed","مبنى","2","2026-02-26 10:09:51","مطار دبي الدولي","بور سعيد","Existing Properties","null","null","null","العقارات القائمة","null","null"
"Sell","null","null","5950000","Commercial","1","11","null","834.92","بيع","2017-09-13","null","null","تجاري","352","4","Damac Properties","0","7126.43","مبايعات","Marina Mall","0","عقارات داماك","2","2","Sales","مارينا مول","1-11-2017-11466","null","null","Villa","Meadows 1","Sports City Swimming Academy","null","Al Thanayah Fourth","فيلا","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الثنيه الرابعة","Existing Properties","null","null","null","العقارات القائمة","null","السهول 1"
"Sell - Pre registration","La Tilia at Villanova Phase 1","null","2911000","Residential","0","102","4","182.01","بيع - تسجيل مبدئى","2025-01-27","لا تيليا في فيلانوفا المرحلة 1","null","سكني","467","4","null","0","15993.63","مبايعات","null","0","null","1","1","Sales","null","1-102-2025-5968","ثلاث غرف","null","Villa","null","null","3 B/R","Wadi Al Safa 5","فيلا","1","2026-02-26 10:09:51","null","وادي الصفا 5","Off-Plan Properties","Villa","3455","null","على الخارطة","فيلا","null"
"Sell","null","جرين ليكس اس 1","1205300","Residential","1","11","60","155.98","بيع","2012-02-21","null","GREEN LAKES S1","سكني","350","3","Damac Properties","1","7727.27","مبايعات","Marina Mall","0","عقارات داماك","1","1","Sales","مارينا مول","1-11-2012-2212","غرفتين","null","Unit","Jumeirah Lakes Towers","Burj Al Arab","2 B/R","Al Thanyah Fifth","وحدة","1","2026-02-26 10:09:51","برج العرب","الثنيه الخامسة","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه"," ابراج بحيرات الجميرا"
"Development Mortgage","null","null","16400000","Commercial","1","39","null","4859.39","رهن حق منفعة","2025-08-07","null","null","تجاري","458","2","DANUBE Metro Station","0","3374.91","رهون","Ibn-e-Battuta Mall","1","محطة مترو الدانوب","0","2","Mortgages","ابن بطوطة مول","2-39-2025-656","null","null","Building","Dubai Investment Park First","Expo 2020 Site","null","Dubai Investment Park First","مبنى","2","2026-02-26 10:09:51","موقع إكسبو 2020","مجمع دبي للاستثمار الاول","Existing Properties","null","null","null","العقارات القائمة","null","مجمع دبي للاستثمار الاول"
"Sell","BLVD CRESCENT ","بوليفارد كريسنت بوديوم","2330000","Residential","1","11","60","95.02","بيع","2025-05-20","بلوفارد كريسنت","BLVD CRESCENT Podium","سكني","390","3","Business Bay Metro Station","1","24521.15","مبايعات","Dubai Mall","0","محطة مترو الخليج التجاري","1","1","Sales","مول دبي","1-11-2025-21218","غرفة","null","Unit","DownTown Dubai","Downtown Dubai","1 B/R","Burj Khalifa","وحدة","1","2026-02-26 10:09:51","وسط مدينة دبي","برج خليفة","Existing Properties","Flat","1494","null","العقارات القائمة","شقه سكنيه","داون تاون دبي"
"Development Registration","null","جاردين ابارتمينتس","1008000","Residential","1","133","60","147.66","تسجيل حق منفعة","2014-06-23","null","GARDEN APARTMENTS","سكني","232","3","Rashidiya Metro Station","1","6826.49","مبايعات","City Centre Mirdif","0","محطة مترو الراشدية","3","1","Sales","سيتي سنتر مردف","1-133-2014-943","غرفتين","null","Unit","Uptown Mirdif","Dubai International Airport","2 B/R","Mirdif","وحدة","1","2026-02-26 10:09:51","مطار دبي الدولي","مردف","Existing Properties","Flat","null","null","العقارات القائمة","شقه سكنيه","اب تاون مردف"
"Sell","BUSINESS AVENUE AA1","مزايا بزنس افينيوا ايه ايه 1","971530","Commercial","1","11","42","111.43","بيع","2014-08-27","شارع الأعمال AA1","MAZAYA BUSINESS AVENUE AA1","تجاري","350","3","Jumeirah Lakes Towers","1","8718.75","مبايعات","Marina Mall","0","أبراج بحيرات جميرا","1","1","Sales","مارينا مول","1-11-2014-20165","مكتب","null","Unit","Jumeirah Lakes Towers","Sports City Swimming Academy","Office","Al Thanyah Fifth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الثنيه الخامسة","Existing Properties","Office","679","null","العقارات القائمة","مكتب"," ابراج بحيرات الجميرا"
"Sell","Parkway Vistas ","null","34500000","Residential","1","11","null","1324.08","بيع","2023-03-08","باركواي فيستاز","null","سكني","482","4","Noor Bank Metro Station","0","26055.83","مبايعات","Mall of the Emirates","0","محطة مترو نور بنك","1","1","Sales","مول الإمارات","1-11-2023-6671","null","null","Villa","DUBAI HILLS - PARKWAY VISTAS","IMG World Adventures","null","Hadaeq Sheikh Mohammed Bin Rashid","فيلا","1","2026-02-26 10:09:51","آي إم جي وورلد أدفينتشرز","حدائق الشيخ محمد بن راشد","Existing Properties","null","1768","null","العقارات القائمة","null","دبي هيليز - بارك واي فيستا"
"Sell - Pre registration","CHIC TOWER","برج شيك","918260","Residential","0","102","60","38.92","بيع - تسجيل مبدئى","2023-01-09","شييك تاور","CHIC TOWER","سكني","526","3","null","1","23593.53","مبايعات","null","0","null","1","1","Sales","null","1-102-2023-1312","استوديو","null","Unit","Business Bay","null","Studio","Business Bay","وحدة","1","2026-02-26 10:09:51","null","الخليج التجارى","Off-Plan Properties","Flat","2460","null","على الخارطة","شقه سكنيه","الخليج التجاري"
"Sell","ARMADA TOWERS","ارمادا 2","463213","Commercial","1","11","42","69.75","بيع","2010-11-03","أبراج أرمادا","ARMADA 2","تجاري","350","3","Marina Mall Metro Station","1","6641.05","مبايعات","Marina Mall","0","محطة مترو مارينا مول","1","1","Sales","مارينا مول","1-11-2010-16313","مكتب","null","Unit","Jumeirah Lakes Towers","Sports City Swimming Academy","Office","Al Thanyah Fifth","وحدة","1","2026-02-26 10:09:51","أكاديمية المدينة الرياضية للسباحة","الثنيه الخامسة","Existing Properties","Office","1260","null","العقارات القائمة","مكتب"," ابراج بحيرات الجميرا"
"Sell - Pre registration","Kanyon By Beyond","كانيون من بيوند","4457000","Residential","0","102","60","129.09","بيع - تسجيل مبدئى","2026-02-24","كانيون من بيوند","Kanyon By Beyond","سكني","333","3","null","1","34526.3","مبايعات","null","0","null","2","1","Sales","null","1-102-2026-20035","غرفتين","null","Unit","Dubai Maritime City","null","2 B/R","Madinat Dubai Almelaheyah","وحدة","1","2026-02-26 10:09:51","null","مدينة دبي الملاحية","Off-Plan Properties","Flat","4050","null","على الخارطة","شقه سكنيه","مدينة دبي الملاحية"
