Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","4","December","Multi-Storey Buildings","إضافات وتعديلات","2011","404077.8","12","6723","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","4","December","Multi-Storey Buildings","بناء جديد","2011","1115365.9","12","6723","مباني متعددة الطوابق"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8902","Number","العدد","4","December","Floor Area Ratio Buildings","إضافات وتعديلات","2011","22","12","6724","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8903","Number","العدد","4","December","Floor Area Ratio Buildings","بناء جديد","2011","3","12","6724","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","4","December","Floor Area Ratio Buildings","إضافات وتعديلات","2011","4371.9","12","6725","مباني نسب طابقية"
"Fourth Quarter","ديسمبر","الربع الرابع","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","4","December","Floor Area Ratio Buildings","بناء جديد","2011","292954.9","12","6725","مباني نسب طابقية"
"First Quarter","يناير","الربع الأول","---","370477","8902","Number","العدد","1","January","Private Villa","إضافات وتعديلات","2012","577","1","6714","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8903","Number","العدد","1","January","Private Villa","بناء جديد","2012","110","1","6714","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Private Villa","إضافات وتعديلات","2012","122063.6","1","6715","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Private Villa","بناء جديد","2012","808987.2","1","6715","فلل خاصة"
"First Quarter","يناير","الربع الأول","---","370478","8902","Number","العدد","1","January","Investment Villa","إضافات وتعديلات","2012","28","1","6716","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8903","Number","العدد","1","January","Investment Villa","بناء جديد","2012","11","1","6716","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Investment Villa","إضافات وتعديلات","2012","6651.4","1","6717","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Investment Villa","بناء جديد","2012","1856998.1","1","6717","فلل إستثمارية"
"First Quarter","يناير","الربع الأول","---","370479","8902","Number","العدد","1","January","Industrial Buildings","إضافات وتعديلات","2012","57","1","6718","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8903","Number","العدد","1","January","Industrial Buildings","بناء جديد","2012","5","1","6718","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Industrial Buildings","إضافات وتعديلات","2012","30644.5","1","6719","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Industrial Buildings","بناء جديد","2012","156141.4","1","6719","مباني صناعية"
"First Quarter","يناير","الربع الأول","---","370480","8902","Number","العدد","1","January","Public Buildings","إضافات وتعديلات","2012","74","1","6720","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8903","Number","العدد","1","January","Public Buildings","بناء جديد","2012","8","1","6720","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Public Buildings","إضافات وتعديلات","2012","110861.6","1","6721","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Public Buildings","بناء جديد","2012","62784.5","1","6721","مباني عامة"
"First Quarter","يناير","الربع الأول","---","370481","8902","Number","العدد","1","January","Multi-Storey Buildings","إضافات وتعديلات","2012","85","1","6722","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8903","Number","العدد","1","January","Multi-Storey Buildings","بناء جديد","2012","9","1","6722","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Multi-Storey Buildings","إضافات وتعديلات","2012","-26006.9","1","6723","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Multi-Storey Buildings","بناء جديد","2012","1047439","1","6723","مباني متعددة الطوابق"
"First Quarter","يناير","الربع الأول","---","370482","8902","Number","العدد","1","January","Floor Area Ratio Buildings","إضافات وتعديلات","2012","30","1","6724","مباني نسب طابقية"
"First Quarter","يناير","الربع الأول","---","370482","8903","Number","العدد","1","January","Floor Area Ratio Buildings","بناء جديد","2012","4","1","6724","مباني نسب طابقية"
"First Quarter","يناير","الربع الأول","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","1","January","Floor Area Ratio Buildings","إضافات وتعديلات","2012","496.9","1","6725","مباني نسب طابقية"
"First Quarter","يناير","الربع الأول","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","1","January","Floor Area Ratio Buildings","بناء جديد","2012","2558758.6","1","6725","مباني نسب طابقية"
"First Quarter","فبراير","الربع الأول","---","370477","8902","Number","العدد","1","February","Private Villa","إضافات وتعديلات","2012","496","2","6714","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8903","Number","العدد","1","February","Private Villa","بناء جديد","2012","398","2","6714","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Private Villa","إضافات وتعديلات","2012","180022.9","2","6715","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","1","February","Private Villa","بناء جديد","2012","1789730.7","2","6715","فلل خاصة"
"First Quarter","فبراير","الربع الأول","---","370478","8902","Number","العدد","1","February","Investment Villa","إضافات وتعديلات","2012","31","2","6716","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8903","Number","العدد","1","February","Investment Villa","بناء جديد","2012","23","2","6716","فلل إستثمارية"
"First Quarter","فبراير","الربع الأول","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","1","February","Investment Villa","إضافات وتعديلات","2012","1533.1","2","6717","فلل إستثمارية"
