zoning_authority_ar,project_status,developer_name,master_developer_number,project_type_ar,project_classification_ar,area_id,project_name,project_end_date,escrow_agent_name,no_of_buildings,project_id,project_status_ar,developer_number,developer_id,project_start_date,project_type_id,no_of_lands,master_project_en,no_of_units,no_of_villas,project_classification_id,area_name_en,property_id,cancellation_date,zoning_authority_id,percent_completed,master_developer_id,escrow_agent_id,area_name_ar,project_number,project_description_en,master_developer_name,zoning_authority_en,completion_date,master_project_ar,project_description_ar
"سلطة دبي للتطوير","FINISHED","شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م","1021","عادي","مباني","505","داماك هيلز ( 2 ) - أفينسيا","2022-05-31","بنك ابوظبى التجارى","18","44122495","منجز","1021","13743506","2017-03-12","1","7","DAMAC HILLS 2","230","0","1","Madinat Hind 4","1309495124","null","2","100","13743506","5","مدينة هند 4","1839","Project consists of 62 apartments in G+1 on 8 buildings across 8 plots located in Yufrah 2 Area. The units are designed to have a concrete structure and block with internal and external finishes.","شركة الخط الامامي لادارة الاستثمار ش.ذ.م.م","Dubai Development Authority (DDA)","2022-05-31","داماك هيليز 2","المشروع يتكون من  عدد 62 شقة  على 8 مباني تتكون من ارضي + طابق على عدد 8 أراضي تقع في منطقة اليفرة 2 المباني مصممة بهيكل اسمنتي وطابوق مع تشطيبات داخلية وخارجية  "
"تراخيص","NOT_STARTED","جيه جي اي للعقارات ش.ذ.م.م","2249","عادي","فلل","485","آش وود استيتس","2028-09-18","بنك الإمارات دبي الوطني (ش.م.ع)","0","799766902","تحت الانشاء","2249","723254973","2025-08-20","1","184","Jumeirah Golf Estates - Phase B","0","0","2","Me'Aisem First","462614401","null","4","0","723254973","7","معيصم الأول","4029","G+1+R villas","جيه جي اي للعقارات ش.ذ.م.م","Trakhees","null","جميرا غولف للعقارات - مرحلة بي","فيلات أرضي + اول + سطح"
"سلطة دبي للتطوير","FINISHED","مدينة دبي الرياضية (ش. ذ. م. م)","200","عادي","مباني","435","جراند هوريزن 1 ","2015-05-31","بنك ابوظبى التجارى","1","1135","منجز","285","285","2008-10-20","1","0","Dubai Sports City","126","0","1","Al Hebiah Fourth","733820002","null","2","100","200","5","الحبيه الرابعة","1135"," Freehold Residential Building located in Dubai Sports City; the Building is designed to have B+G+9+HC floors. The Building is being constructed as a concrete structure with internal and external finishes.","مدينة دبي الرياضية (ش. ذ. م. م)","Dubai Development Authority (DDA)","2015-07-06","مدينة دبي الرياضية"," المشروع عبارة عن بناية سكنية للتملك الحر في منطقة مدينة  دبي الرياضية،تتالف من سرداب +طابق ارضي + 9 طوابق سكنية+نادي صحي ، الهيكل خرساني مع التشطيبات الداخلية والخارجية"
"دبي للجنوب","FINISHED","إعمار دبي الجنوب دي دبليو سي ش.ذ.م.م","1155","عادي","مجمع فلل","462","غرين فيو","2024-01-18","بنك المشرق (شركة مساهمة عامة)","0","248622120","منجز","1155","33891624","2019-09-01","1","46","Dubai World Central","0","286","3","Madinat Al Mataar","1302858239","null","5","100","33891624","33","مدينة المطار","2157","PROJECT CONSISTS OF (G+1)X 286 RESIDENTIAL TOWN HOUSES LOCATED IN MADINAT AL MATAAR. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.","إعمار دبي الجنوب دي دبليو سي ش.ذ.م.م","Dubai South","2024-01-18","دبي ورلد سنترال","فلل متلاصقة (تاون هاوس) ء (G+1)X 286 مشروع سكني مكون من  في منطقة مدينة المطار      المشروع مصممة من خرسانة مسلحة و فواصل من الطابوق مع التشطيبات الداخليةوالخارجية  "
"بلدية دبي","FINISHED","مركز دبي للسلع المتعددة","153","عادي","مباني","350","شارع الأعمال BB2","2010-11-28","","1","1293","منجز","784","784","2010-07-16","1","0","Jumeirah Lakes Towers","348","0","1","Al Thanyah Fifth","159207882","null","1","100","153","null","الثنيه الخامسة","1293"," ","مركز دبي للسلع المتعددة","Dubai Municipality","2010-11-28"," ابراج بحيرات الجميرا"," "
"تراخيص","FINISHED","شركة نخيل (ش.م.خ)","100","عادي","مباني","445","الفؤاد","2017-12-31","بنك دبي الاسلامي (شركة مساهمة عامة)","1","47941979","منجز","1163","41825699","2016-01-04","1","0","Al Furjan","108","0","1","Jabal Ali First","1358595673","null","4","100","100","1","جبل علي الأولى","1858","PROJECT CONSISTS OF B+G+10+R RESIDENTIAL BUILDING WITH RETAIL AT GROUND FLOOR LOCATED IN JABAL ALI FIRST. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.","شركة نخيل (ش.م.خ)","Trakhees","2017-12-31","الفرجان","المشروع عبارة عن B+G+10+R)  بناية سكنية مع محلات تجارية في الطابق الأرضي  يقع في منطقة جبل علي الأولى  المشروع مصمم من هيكل خرساني وطابوق مع تشطيباته الداخلية والخارجية  "
"بلدية دبي","ACTIVE","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","412"," 60 عزيزي ريفيرا ","2027-03-13","بنك ابوظبى التجارى","1","733589624","فعال","1002","12595870","2025-03-13","1","0","Meydan One Community","82","0","1","Al Merkadh","1517382983","null","1","54","53873272","5","المركاض","3618","2B+G+8+R Residential and Commercial. The project designed to have a concrete structure and block with internal and external finishes.","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","مجمع ميدان ون","N/A"
"سلطة دبي للتطوير","ACTIVE","الاتحاد العقارية (شركة مساهمة عامة)","27","عادي","مباني","444","شوبا سوليس","2028-12-31","بنك ابوظبى التجارى","6","669285539","فعال","966","10097270","2024-10-03","1","0","Motor City","2341","0","1","Al Hebiah First","990300237","null","2","4","27","5","الحبيه الاولى","3334","Proposed basement + Ground + 45 Floors + Roof ,Commercial (Retail) and Residential Development ","الاتحاد العقارية (شركة مساهمة عامة)","Dubai Development Authority (DDA)","null","موتور ستي","مقترح تطوير تجاري سكني سرداب+ارضي +45 طابق + سطح"
"سلطة دبي للتطوير","ACTIVE","ليوان(ش.ذ.م.م.)","1121","عادي","مباني","409","ماركيز انسيجنيا","null","بنك الفجيره الوطنى ش م ع","1","565895511","فعال","1737","542257249","2024-04-01","1","0","Arjan","249","0","1","Al Barshaa South Third","1971435627","null","2","5","27962557","10985665","البرشاء جنوب الثالثة","2880","B+G+9 Residential Building","ليوان(ش.ذ.م.م.)","Dubai Development Authority (DDA)","null","أرجان","مبنى سكني B+G+9"
"سلطة دبي للتطوير","ACTIVE","الخليج التجاري (ش.ذ.م.م)","898","عادي","مباني","526","رويال ريجينسى سويتس","2025-12-31","بنك دبي الاسلامي (شركة مساهمة عامة)","2","540489644","فعال","1014","12940965","2023-10-01","1","0","Business Bay","238","0","1","Business Bay","735823778","null","2","33","898","1","الخليج التجارى","2792","Residential Building 2B+G+19+R with retail units in ground floor 2 - and first floor 1- and residential units at typical floors 235.The project designed to have a concrete structure and block with internal and external finishes.","الخليج التجاري (ش.ذ.م.م)","Dubai Development Authority (DDA)","null","الخليج التجاري","N/A"
"بلدية دبي","FINISHED","مركز دبي للسلع المتعددة","153","عادي","مباني","350","ذا دوم تاور","2013-02-11","املاك للتمويل (شركة مساهمة عامة )","1","351","منجز","218","218","2007-09-09","1","0","Jumeirah Lakes Towers","275","0","1","Al Thanyah Fifth","1883629812","null","1","100","153","13","الثنيه الخامسة","351","Freehold commercial tower development located at Jumeirah Lakes Towers (Emirates Hills First). The building is designed as a 5B+G+40 storey  formed in a concrete structure and block with internal and external finishes. The office units will be handed over as ?core and shell? to be individually fitted by their respective owners.","مركز دبي للسلع المتعددة","Dubai Municipality","2013-02-11"," ابراج بحيرات الجميرا","مشروع برج تجاري للتملك الحر يقع في منطقة ابراج بحيرات الجميرا التجاريه  تلال الامارات الاولى. المشروع عبارة عن برج مؤلف من 5 سرداب + طابق ارضي + 40 طابق، بهيكل خرساني وكتل طابوقيه (بلوك) مع  انهاءاته الخارجية و الداخلية. وحدات المكاتب سوف تسلم بدون انهاء داخلي و يتم تجهيزها لاحقا من قبل ملاك الوحدات"
"تراخيص","ACTIVE","قرية جميرا (ش.ذ.م.م)","102","عادي","مباني","442","انايا ريزيدنسز","2025-03-31","مصرف الامارات الاسلامي مساهمة عامة","1","582784296","فعال","1788","566041879","2024-01-15","1","0","Jumeirah Village Triangle","61","0","1","Al Barsha South Fifth","439736298","null","4","12","102","2","البرشاء جنوب الخامسة","2950","B+G+5+R","قرية جميرا (ش.ذ.م.م)","Trakhees","2025-03-31","قرية جميرا المثلثة","B+G+5+R"
"بلدية دبي","NOT_STARTED","مجموعة ميدان (ش.ذ.م.م)","1181","عادي","مباني","465","وايت وبالس","2028-09-01","بنك ابوظبى التجارى","1","742369548","تحت الانشاء","1440","423963036","2025-09-01","1","0","Mohammed Bin Rashid AL Maktoum District 11","49","0","1","Wadi Al Safa 3","1852403511","null","1","0","53873272","5","وادي الصفا 3","3676","1B+G+5+1R","مجموعة ميدان (ش.ذ.م.م)","Dubai Municipality","null","مدينة محمد بن راشد آل مكتوم – ديستركت 11","N/A"
"سلطة دبي للتطوير","ACTIVE","مدينه دبى الطبيه منطقه حرة - ذ.م.م.","1154","عادي","مباني","334","بن غاطي بيناكل ","2025-12-31","بنك الإمارات دبي الوطني (ش.م.ع)","1","650635866","فعال","1051","15782130","2024-09-01","1","0","Dubai Health Care City Phase 2","178","0","1","Al Jadaf","1867788865","null","2","30","33777435","7","الجداف","3256","4B + G + 17 FLOORS + ROOF.The project designed to have a concrete structure and block with internal and external finishes.","مدينه دبى الطبيه منطقه حرة - ذ.م.م.","Dubai Development Authority (DDA)","null","مدينة دبي الطبية المرحلة الثانية","N/A"
"تراخيص","NOT_STARTED","شركة نخيل (ش.م.خ)","100","عادي","مباني","432","إيزولانا ريزيدنسز","2027-03-20","مصرف الامارات الاسلامي مساهمة عامة","1","737809199","تحت الانشاء","2225","716958193","2025-05-20","1","0","Palm Deira","71","0","1","Palm Deira","1725774053","null","4","0","100","2","نخلة ديرة","3640","ارضي+2بوديوم+ 8 طوابق","شركة نخيل (ش.م.خ)","Trakhees","null","نخلة ديرة","G+2P+8 "
"سلطة دبي للتطوير","PENDING","ليوان(ش.ذ.م.م.)","1121","عادي","مباني","464","فياني باي ميتيورا","2027-06-01","بنك ابوظبى التجارى","1","757449726","قيد التسجيل","1841","582153472","2025-06-01","1","0","Liwan1","118","0","1","Wadi Al Safa 2","1846876065","null","2","0","27962557","5","وادي الصفا 2","3752","Residential / Commercial Building (Ground Floor + Services Floor + 9 Floors)","ليوان(ش.ذ.م.م.)","Dubai Development Authority (DDA)","null","ليوان 1","مبنى سكني / تجاري (أرضي + طابق خدمات + 9 طوابق)"
"سلطة دبي للتطوير","FINISHED","الخليج التجاري (ش.ذ.م.م)","898","عادي","مباني","526","برج ميرانو","2020-02-27","بنك ابوظبى التجارى","1","25242746","منجز","1095","24406880","2015-10-01","1","0","Business Bay","581","0","1","Business Bay","683535984","null","2","100","898","5","الخليج التجارى","1680","PROJECT CONSISTS OF 4B+G+P+28+R RESIDENTIAL BUILDING LOCATED IN BUSINESS BAY. THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.","الخليج التجاري (ش.ذ.م.م)","Dubai Development Authority (DDA)","2020-02-27","الخليج التجاري",".4B+G+P+28+R المشروع عبارة عن بناية سكنية  في منطقة الخليج التجاري مكونة من     . التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية و خارجية  "
"بلدية دبي","FINISHED","مركز دبي للسلع المتعددة","153","عادي","مباني","350","المنازل","2019-07-31","بنك الفجيره الوطنى ش م ع","1","30284679","منجز","1061","16456019","2015-01-15","1","0","","82","0","1","Al Thanyah Fifth","1981833713","null","1","100","153","10985665","الثنيه الخامسة","1758","PROJECT CONSISTS OF 4B+G+2P+44+M+2R HOTEL & RESIDENTIAL BUILDING LOCATED IN AL THANYAH FIFTH.    THE APARTMENTS ARE DESIGNED TO HAVE A CONCRETE STRUCTURE AND BLOCK WITH INTERNAL AND EXTERNAL FINISHES.  ","مركز دبي للسلع المتعددة","Dubai Municipality","2019-07-31","","المشروع يتكون شقق سكنية و فندقية قي منطقة الثنية الخامسة  مكونة من    ( 4 سرداب + أرضي + 2 بوديوم + 44 طابق + طابق ميكانيكي + 2 سطح )    التصميم مكون من خرسانة مسلحة و قواطع طوب و تشطيبات داخلية وخارجية  "
"تراخيص","FINISHED","قرية جميرا (ش.ذ.م.م)","102","عادي","مباني","442","اميرالد فيجن تاور","null","مصرف الامارات الاسلامي مساهمة عامة","1","543121347","منجز","259","259","2022-10-05","1","0","Jumeirah Village Triangle","141","0","1","Al Barsha South Fifth","1500505329","null","4","100","102","2","البرشاء جنوب الخامسة","2805","Residential Building  (G+P with Swimming Pool+5+R) with Retail @GF.The project designed to have a concrete structure and block with internal and external finishes.","قرية جميرا (ش.ذ.م.م)","Trakhees","2025-09-25","قرية جميرا المثلثة","N/A"
"دبي للجنوب","ACTIVE","مؤسسه مدينه دبى للطيران","996","عادي","مجمع فلل","462","خليج الجنوب 4 بريمييوم","null","مصرف الامارات الاسلامي مساهمة عامة","0","556151406","فعال","1142","31550449","2024-04-30","1","48","Dubai South Residential District","0","138","3","Madinat Al Mataar","706647109","null","5","37","11808939","2","مدينة المطار","2844","The land use of the project is Residential Semi-detached Villas consisting of 3, 4 and 5-bedroom units and also stand-alone villas which consist of 5, 6 & 7 mansions.","مؤسسه مدينه دبى للطيران","Dubai South","null","المدينة السكنية بدبي الجنوب","N/A"
