permit_renewal_date,approval_date,total_area,application_type_arabic,parcel_id,application_id,building_count,load_timestamp,permit_no,application_type_english,application_status_arabic,project_no,application_submission_date,permit_date,application_status_english,building_type
"null","2005-11-27","0","تقديم نهائي \ تعديلات أو أضافات","5000115","118258","0","2026-01-26 19:00:00","116378-1-1","Final-Adjustment/Addition","الرخصة مسلمة","116378","2005-10-29","null","Permit Delivered","null"
"null","null","294","تقديم نهائي \ مبنى جديد","4230228","229998","0","2026-01-26 19:00:00","147293-2-1","Final-New Building","معادة","147293","2008-03-13","null","RETURNED","Private Villa"
"null","2019-04-25","0","تقديم نهائي \ تعديلات أو أضافات","3650333","1292822","0","2026-01-26 19:00:00","342675-2-1","Final-Adjustment/Addition","الرخصة مسلمة","342675","2019-04-22","2019-05-21","Permit Delivered","Public Building"
"null","null","0","ترخيص اعمال صيانة","1180110","529183","0","2026-01-26 19:00:00","205077-3-1","Maintenance Permit by Owner","معاملة معادة ملغاة","205077","2012-03-04","null","Returned Application Cancelled","Private Villa"
"null","null","0","الحصول على المنسوب المرجعي لمدخل المبنى","6172985","930471","0","2026-01-26 19:00:00","252561-5-2","Obtain the Gate Level of a Building Entrance","معادة","252561","2016-05-15","null","RETURNED","null"
"null","2025-09-03","0","طلب زيادة الحمل الكهربائي","3751510","1832018","0","2026-01-26 19:00:00","432730-7-1","Request to Increase Electricity Load","الرخصة مسلمة","432730","2025-09-02","2025-09-03","Permit Delivered","null"
"null","2013-01-14","233","تقديم نهائي \ تعديلات أو أضافات","5328359","584896","0","2026-01-26 19:00:00","218256-1-3","Final-Adjustment/Addition","الرخصة مسلمة","218256","2012-12-06","2013-07-01","Permit Delivered","Industrial Building"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","3456791","1260822","0","2026-01-26 19:00:00","333014-2-1","Adjustment and Addition Permit Simple (Owners)","معادة","333014","2018-12-11","null","RETURNED","Floor Area Ratio"
"null","2025-03-15","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","9253503","1777528","0","2026-01-26 19:00:00","438603-3-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","438603","2025-03-13","2025-06-13","Permit Delivered","Private Villa"
"null","2019-09-22","0","تقديم نهائي \ تعديلات أو أضافات","5990932","1321929","0","2026-01-26 19:00:00","338515-7-1","Final-Adjustment/Addition","الرخصة مسلمة","338515","2019-09-19","2019-09-23","Permit Delivered","Industrial Building"
"null","2016-08-25","304","تقديم نهائي \ مبنى جديد","2651716","965316","1","2026-01-26 19:00:00","268693-2-1","Final-New Building","الرخصة مسلمة","268693","2016-08-23","2016-09-26","Permit Delivered","Private Villa"
"null","null","0","إستثناءات","3430676","1244663","0","2026-01-26 19:00:00","327416-6-1","Request for Exceptions","معاملة معادة ملغاة","327416","2018-10-10","null","Returned Application Cancelled","Private Villa"
"null","2009-03-30","97","تقديم نهائي \ تعديلات أو أضافات","3630372","302607","0","2026-01-26 19:00:00","128661-6-1","Final-Adjustment/Addition","الرخصة مسلمة","128661","2009-03-22","2009-04-06","Permit Delivered","Private Villa"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","1240267","1682283","0","2026-01-26 19:00:00","427319-1-1","Adjustment and Addition Permit Simple (Owners)","معاملة معادة ملغاة","427319","2024-05-23","null","Returned Application Cancelled","Multi Storey"
"null","2014-11-06","434","تقديم نهائي \ تعديلات أو أضافات","3550367","734379","1","2026-01-26 19:00:00","246382-2-1","Final-Adjustment/Addition","الرخصة مسلمة","246382","2014-09-28","2014-11-27","Permit Delivered","Public Building"
"null","2006-09-04","0","الحصول على المنسوب المرجعي لمدخل المبنى","3171057","148687","0","2026-01-26 19:00:00","129761-1-1","Obtain the Gate Level of a Building Entrance","معتمدة","129761","2006-09-03","null","Approved","null"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","5990279","119674","0","2026-01-26 19:00:00","117794-1-1","Final-Adjustment/Addition","الرخصة مسلمة","117794","2005-07-11","2005-07-16","Permit Delivered","null"
"null","2012-05-09","77","تقديم نهائي \ تعديلات أو أضافات","2622786","534356","0","2026-01-26 19:00:00","146503-7-2","Final-Adjustment/Addition","الرخصة مسلمة","146503","2012-04-04","2012-05-14","Permit Delivered","Private Villa"
"null","2025-06-04","0","إستثناءات","3650416","1798921","0","2026-01-26 19:00:00","451702-2-1","Request for Exceptions","معتمدة","451702","2025-05-21","null","Approved","Industrial Building"
"null","null","124","تقديم نهائي \ تعديلات أو أضافات","4230402","458177","0","2026-01-26 19:00:00","114978-3-2","Final-Adjustment/Addition","معاملة معادة ملغاة","114978","2011-03-01","null","Returned Application Cancelled","Private Villa"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","1290104","1427437","0","2026-01-26 19:00:00","357629-37-1","Final-Adjustment/Addition","معادة","357629","2021-04-21","null","RETURNED","Floor Area Ratio"
"null","2009-03-12","182","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","3760866","301926","0","2026-01-26 19:00:00","168852-1-2","Adjustment and Addition Permit Simple (Owners)","الرخصة مسلمة","168852","2009-03-09","2009-03-16","Permit Delivered","Private Villa"
"null","2011-05-12","0","إستثناءات","1270525","474236","0","2026-01-26 19:00:00","193068-5-2","Request for Exceptions","معاملة معتمدة ملغاة","193068","2011-05-03","null","Approved Application Cancelled","Multi Storey"
"null","null","0","رخصة هدم مبنى","2160301","1003460","1","2026-01-26 19:00:00","297340-1-1","Building Demolition Permit","معاملة معادة ملغاة","297340","2016-11-29","null","Returned Application Cancelled","Private Villa"
"null","2018-07-01","0","تمديد فترة بقاء المخططات المعتمده  خدمات من خلال استشاري","6430192","1208713","0","2026-01-26 19:00:00","310551-4-1","Extending Approval Validity","معتمدة","310551","2018-07-01","null","Approved","null"
"null","2023-01-30","0","الحصول على المنسوب المرجعي لمدخل المبنى","2620547","1556726","0","2026-01-26 19:00:00","386943-3-1","Obtain the Gate Level of a Building Entrance","معتمدة","386943","2023-01-30","null","Approved","null"
"null","null","0","الحصول على المنسوب المرجعي لمدخل المبنى","3550428","444959","0","2026-01-26 19:00:00","195709-1-1","Obtain the Gate Level of a Building Entrance","معاملة معادة ملغاة","195709","2010-12-16","null","Returned Application Cancelled","null"
"null","1999-11-09","0","تقديم نهائي \ تعديلات أو أضافات","2460344","73073","0","2026-01-26 19:00:00","71193-1-1","Final-Adjustment/Addition","الرخصة مسلمة","71193","1999-11-08","1999-11-17","Permit Delivered","null"
"null","2025-10-15","0","طلب مخططات البناء","6641914","1848501","0","2026-01-26 19:00:00","464324-1-1","Apply for Buildings Drawings","معتمدة","464324","2025-10-14","null","Approved","Private Villa"
"null","null","304","تقديم نهائي \ مبنى جديد","4232475","1766541","0","2026-01-26 19:00:00","444925-2-1","Final-New Building","معادة","444925","2025-02-08","null","RETURNED","Private Villa"
"null","2018-06-13","0","تقديم نهائي \ تعديلات أو أضافات","3330956","1209294","1","2026-01-26 19:00:00","181979-5-3","Final-Adjustment/Addition","الرخصة مسلمة","181979","2018-06-10","2018-06-20","Permit Delivered","Private Villa"
"null","2023-04-14","0","طلب مخططات البناء","3764693","1575973","0","2026-01-26 19:00:00","400207-1-1","Apply for Buildings Drawings","معتمدة","400207","2023-04-13","null","Approved","Multi Storey"
"null","null","0","ترخيص اعمال ديكور بسيطة","1290125","158136","0","2026-01-26 19:00:00","132703-1-1","Simple Decor Permit","معاملة معادة ملغاة","132703","2006-11-15","null","Returned Application Cancelled","Multi Storey"
"null","2023-05-15","0","الترخيص الذاتي للديكور","3360208","1579587","0","2026-01-26 19:00:00","401788-1-1","Decor Self Permitting","الرخصة مسلمة","401788","2023-05-15","2023-05-16","Permit Delivered","Multi Storey"
"null","null","5113","تقديم نهائي \ تعديلات أو أضافات","3160570","309741","0","2026-01-26 19:00:00","149290-2-3","Final-Adjustment/Addition","معادة","149290","2009-04-09","null","RETURNED","Multi Storey"
"null","2012-06-13","0","إلغاء  معاملة ترخيص","2812569","548796","0","2026-01-26 19:00:00","160133-8-2","Permit Application Cancellation","معتمدة","160133","2012-06-13","null","Approved","null"
"null","null","448","تقديم نهائي \ تعديلات أو أضافات","2621744","518776","0","2026-01-26 19:00:00","205353-2-3","Final-Adjustment/Addition","معادة","205353","2012-01-08","null","RETURNED","Private Villa"
"null","2015-02-25","0","طلب مخططات البناء","6130952","779618","0","2026-01-26 19:00:00","259844-1-1","Apply for Buildings Drawings","معتمدة","259844","2015-02-25","null","Approved","null"
"null","2016-05-10","0","إستثناءات","1140401","917173","0","2026-01-26 19:00:00","283078-1-2","Request for Exceptions","معتمدة","283078","2016-04-11","null","Approved","Multi Storey"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","3180292","770808","0","2026-01-26 19:00:00","251351-2-1","Adjustment and Addition Permit Simple (Owners)","معادة","251351","2015-01-27","null","RETURNED","Multi Storey"
"null","null","0","إستثناءات","3231124","456324","0","2026-01-26 19:00:00","198109-1-1","Request for Exceptions","معاملة معادة ملغاة","198109","2011-02-06","null","Returned Application Cancelled","Private Villa"
"null","2016-12-06","0","تقديم نهائي \ تعديلات أو أضافات","6172765","1003452","0","2026-01-26 19:00:00","232732-11-1","Final-Adjustment/Addition","الرخصة مسلمة","232732","2016-11-29","2017-11-12","Permit Delivered","Private Villa"
"null","null","0","تقديم نهائي \ تعديلات أو أضافات","3570101","1530495","0","2026-01-26 19:00:00","362314-7-1","Final-Adjustment/Addition","معادة","362314","2022-10-10","null","RETURNED","Private Villa"
"null","null","0","إستثناءات","3430711","732618","0","2026-01-26 19:00:00","250447-2-1","Request for Exceptions","معادة","250447","2014-09-08","null","RETURNED","Private Villa"
"null","null","1289","تقديم أولي \ مبنى جديد","6174596","617038","0","2026-01-26 19:00:00","194944-2-3","Preliminary-New Building","معادة","194944","2013-04-21","null","RETURNED","Private Villa"
"null","2024-05-07","0","ترخيص أعمال تعديلات وإضافات بسيطة (استشاري، مقاول)","3522727","1674435","0","2026-01-26 19:00:00","420749-3-1","Adjustment and Addition Permit Simple (Consultant, contractor)","الرخصة مسلمة","420749","2024-04-22","2024-05-07","Permit Delivered","Multi Storey"
"null","null","0","ترخيص أعمال تعديلات وإضافات بسيطة (ملاك)","6174229","763340","0","2026-01-26 19:00:00","246504-2-1","Adjustment and Addition Permit Simple (Owners)","معادة","246504","2014-12-30","null","RETURNED","Private Villa"
"null","2024-11-19","0","طلب مخططات البناء","1280888","1740516","0","2026-01-26 19:00:00","439991-1-1","Apply for Buildings Drawings","معتمدة","439991","2024-11-19","null","Approved","Private Villa"
"null","2025-11-03","919","تقديم نهائي \ مبنى جديد","6862680","1855633","1","2026-01-26 19:00:00","466531-1-1","Final-New Building","معتمدة","466531","2025-11-03","null","Approved","Investment Villa"
"null","2023-05-09","0","طلب مخططات البناء","1240430","1580778","0","2026-01-26 19:00:00","401305-1-1","Apply for Buildings Drawings","معتمدة","401305","2023-05-08","null","Approved","Multi Storey"
"null","2007-10-01","0","ترخيص اعمال ديكور عادى","3640275","204369","0","2026-01-26 19:00:00","145214-1-1","Normal Decor Permit","الرخصة مسلمة","145214","2007-09-30","2007-10-03","Permit Delivered","Multi Storey"
"null","null","0","إستثناءات","5971167","1416638","0","2026-01-26 19:00:00","364455-3-1","Request for Exceptions","معاملة معادة ملغاة","364455","2021-02-24","null","Returned Application Cancelled","Industrial Building"
